1;TIM15988411783047999;1_19ecbplus.xml;82;after only a few minutes;after only a few minutes
1;TIM15988411783047999;1_4ecbplus.xml;50;two minutes;two minutes
1;TIM15988411783047999;1_4ecbplus.xml;56;two minutes later;two minutes later
1;TIM15988411783047999;1_4ecbplus.xml;37;a couple of minutes;a couple of minutes
1;TIM15988411783047999;1_8ecbplus.xml;92;after a few minutes;after a few minutes
1;TIM15988411783047999;1_8ecbplus.xml;94;after a few minutes;after a few minutes
1;ACT15999807737717208;1_12ecbplus.xml;56;flight;flight
1;TIM15734406543689590;1_17ecbplus.xml;5;early friday morning , around 1 : 30 a . m;early friday morning , around 1 : 30 a . m
1;TIM15734406543689590;1_6ecbplus.xml;7;early friday morning , around 1 : 30 a . m;early friday morning , around 1 : 30 a . m
1;ACT16070960813709906;1_20ecbplus.xml;17;program;program
1;NON15737401884611129;1_1ecbplus.xml;64;car;car
1;ACT16002004844660059;1_13ecbplus.xml;11;investigate;investigate
1;ACT16002004844660059;1_16ecbplus.xml;9;investigation;investigation
1;ACT16002004844660059;1_16ecbplus.xml;11;investigation;investigation
1;ACT16002018566183117;1_13ecbplus.xml;36;needed;needed
1;HUM15736997945923117;1_1ecbplus.xml;25;the los_angeles superior_court;the los_angeles superior_court
1;HUM15988130063048551;1_4ecbplus.xml;39;paparazzi;paparazzi
1;ACT16068872680707370;1_14ecbplus.xml;40;flout;flout
1;ACT15736851969240715;1_1ecbplus.xml;48;said;said
1;ACT15986702797042352;1_20ecbplus.xml;9;checked out;check out
1;ACT15986702797042352;1_20ecbplus.xml;7;checks out;checks out
1;ACT15986702797042352;1_3ecbplus.xml;22;checks out;checks out
1;ACT15986702797042352;1_3ecbplus.xml;35;checked out;check out
1;NEG16071629070607100;1_19ecbplus.xml;57;charged;charged
1;ACT15986200682468760;1_7ecbplus.xml;17;sanctioned;sanctioned
1;ACT15736925236499882;1_1ecbplus.xml;51;looks forward;look forward
1;TIM15737524562357093;1_1ecbplus.xml;33;yesterday;yesterday
1;HUM15995347192200761;1_8ecbplus.xml;21;source;source
1;NON15993516338307198;1_10ecbplus.xml;18;porsche;porsche
1;TIM16071649504105255;1_19ecbplus.xml;72;second;second
1;HUM16026605402957446;1_14ecbplus.xml;35;prosecutors;prosecutors
1;HUM16026605402957446;1_16ecbplus.xml;17;prosecutors;prosecutors
1;HUM16026605402957446;1_18ecbplus.xml;21;prosecutors;prosecutors
1;HUM16026605402957446;1_18ecbplus.xml;23;prosecutors;prosecutors
1;LOC16000440627895347;1_12ecbplus.xml;64;to new_york;to new_york
1;ACT15992988761097172;1_10ecbplus.xml;16;begin;begin
1;ACT15992988761097172;1_13ecbplus.xml;14;begin;begin
1;ACT15992988761097172;1_13ecbplus.xml;9;begin;begin
1;ACT15831504224215506;1_2ecbplus.xml;62;send;send
1;HUM15991787631516699;1_5ecbplus.xml;9;official;official
1;ACT15731542650500522;1_21ecbplus.xml;27;argued;argued
1;ACT15731542650500522;1_2ecbplus.xml;73;argued;argued
1;ACT15731542650500522;1_5ecbplus.xml;44;argued;argued
1;ACT16026440682881360;1_16ecbplus.xml;13;bailed;bailed
1;ACT15736222522732990;1_13ecbplus.xml;51;crash;crash
1;ACT15736222522732990;1_1ecbplus.xml;65;accident;accident
1;ACT15736729191212266;1_1ecbplus.xml;23;confirmed;confirmed
1;ACT16000196048329508;1_12ecbplus.xml;31;hear;hear
1;NON15988392016450566;1_4ecbplus.xml;61;twinkle;twinkle
1;ACT16071306382848997;1_19ecbplus.xml;28;decided;decided
1;ACT16069521278690702;1_14ecbplus.xml;22;confirms;confirms
1;TIM15992419152288715;1_11ecbplus.xml;15;late thursday;late thursday
1;TIM15992419152288715;1_11ecbplus.xml;21;late thursday;late thursday
1;TIM15992419152288715;1_14ecbplus.xml;48;on thursday night;on thursday night
1;TIM15992419152288715;1_14ecbplus.xml;37;late thursday;late thursday
